sale_id,sale_date,sales_rep,region,product,deal_stage,lead_source,deal_value,quantity,discount_percent,days_to_close,customer_size,is_new_customer,satisfaction_score,final_value
1462,2024-11-01,Grace Wilson,Central,Support Plan,Won,Cold Call,30168.96,2,10,59,Enterprise,False,2.2,27152.06
1958,2024-11-01,Carol Williams,North,API Access,Pending,Social Media,6416.78,10,20,86,Enterprise,True,1.1,5133.42
1539,2024-11-03,Henry Taylor,Central,Consulting Hours,Lost,Email Campaign,46867.87,3,5,31,Small,True,4.1,44524.48
1824,2024-11-03,Bob Smith,North,Premium Subscription,Lost,Trade Show,19104.7,11,20,22,Small,True,3.5,15283.76
1799,2024-11-03,Carol Williams,Central,Support Plan,Won,Referral,34611.49,11,10,45,Enterprise,False,4.2,31150.34
1861,2024-11-03,Ivy Anderson,North,Support Plan,Lost,Referral,3000.12,12,25,71,Large,False,2.7,2250.09
1768,2024-11-04,David Brown,West,Premium Subscription,Won,Trade Show,18783.03,15,5,63,Enterprise,False,3.1,17843.88
1484,2024-11-04,Henry Taylor,Central,Premium Subscription,Lost,Referral,15311.98,19,20,49,Small,False,4.2,12249.58
1492,2024-11-04,Ivy Anderson,South,Software License,Won,Email Campaign,30268.51,19,20,17,Large,False,4.3,24214.81
1719,2024-11-05,Ivy Anderson,South,Premium Subscription,Lost,Email Campaign,16236.28,18,25,67,Enterprise,False,1.7,12177.21
1777,2024-11-05,Bob Smith,West,Hardware Bundle,Won,Email Campaign,39885.18,4,0,7,Large,False,4.9,39885.18
1079,2024-11-06,Grace Wilson,South,Software License,Won,Referral,19544.26,6,25,27,Small,True,1.2,14658.2
1089,2024-11-06,Bob Smith,Central,Training Package,Won,Website,29159.39,5,15,37,Small,False,1.6,24785.48
1629,2024-11-06,Frank Miller,West,Software License,Won,Referral,42360.53,3,10,78,Small,False,1.2,38124.48
1667,2024-11-06,Frank Miller,West,Support Plan,Pending,Social Media,5234.21,13,5,10,Enterprise,True,4.5,4972.5
1259,2024-11-06,Grace Wilson,South,Cloud Storage,Won,Trade Show,2780.12,13,15,70,Large,False,2.2,2363.1
1242,2024-11-06,Ivy Anderson,South,Software License,Won,Referral,2146.76,2,25,23,Large,True,3.2,1610.07
1789,2024-11-06,Grace Wilson,Central,Hardware Bundle,Won,Referral,42913.35,3,15,1,Medium,False,1.3,36476.35
1604,2024-11-07,David Brown,Central,Training Package,Won,Trade Show,40353.28,14,25,67,Enterprise,False,3.6,30264.96
1027,2024-11-07,Henry Taylor,East,Premium Subscription,Lost,Referral,32967.21,9,25,78,Small,True,1.7,24725.41
1879,2024-11-07,David Brown,South,Hardware Bundle,Pending,Cold Call,43549.23,8,10,10,Enterprise,True,4.7,39194.31
1522,2024-11-07,Henry Taylor,Central,Cloud Storage,Won,Website,33503.21,2,0,88,Small,False,3.1,33503.21
1710,2024-11-07,Alice Johnson,North,Training Package,Lost,Referral,13000.25,17,10,43,Small,False,3.9,11700.22
1348,2024-11-07,Carol Williams,South,Premium Subscription,Won,Social Media,1527.52,15,20,56,Small,False,4.9,1222.02
1286,2024-11-08,David Brown,East,Training Package,Won,Trade Show,35694.55,7,20,64,Enterprise,False,2.5,28555.64
1266,2024-11-08,Carol Williams,West,Consulting Hours,Won,Email Campaign,581.37,16,10,31,Small,False,1.9,523.23
1480,2024-11-08,Emma Davis,West,API Access,Pending,Email Campaign,41554.56,5,10,25,Enterprise,False,2.1,37399.1
1226,2024-11-09,Carol Williams,South,API Access,Won,Website,12037.1,10,25,58,Small,True,1.7,9027.83
1131,2024-11-09,Alice Johnson,West,Support Plan,Lost,Cold Call,8018.37,11,20,84,Enterprise,True,3.6,6414.7
1780,2024-11-09,Ivy Anderson,West,Cloud Storage,Pending,Trade Show,29472.19,18,20,79,Medium,True,2.5,23577.75
1350,2024-11-10,Emma Davis,West,Software License,Pending,Email Campaign,2615.61,2,5,10,Enterprise,False,4.8,2484.83
1712,2024-11-10,Emma Davis,South,Consulting Hours,Lost,Social Media,42439.84,17,25,26,Enterprise,True,2.3,31829.88
1875,2024-11-11,Jack Thompson,North,Premium Subscription,Lost,Cold Call,18208.86,18,5,84,Small,True,2.1,17298.42
1128,2024-11-11,Emma Davis,North,Software License,Lost,Trade Show,19010.38,11,20,62,Small,False,4.3,15208.3
1495,2024-11-11,Henry Taylor,West,Hardware Bundle,Won,Trade Show,2532.87,1,25,61,Large,False,3.1,1899.65
1502,2024-11-12,Henry Taylor,South,Hardware Bundle,Won,Email Campaign,23478.1,10,15,3,Enterprise,False,4.6,19956.38
1019,2024-11-12,Henry Taylor,South,Training Package,Won,Cold Call,18041.67,13,5,51,Medium,False,3.5,17139.59
1240,2024-11-13,Henry Taylor,South,Training Package,Lost,Website,8789.26,2,25,68,Large,True,2.1,6591.94
1180,2024-11-13,Emma Davis,West,Training Package,Won,Trade Show,754.41,16,15,68,Small,True,2.5,641.25
1771,2024-11-13,Jack Thompson,Central,Software License,Won,Email Campaign,47720.29,7,10,23,Small,True,3.3,42948.26
1680,2024-11-13,Bob Smith,North,Consulting Hours,Won,Email Campaign,37300.04,10,10,74,Medium,False,1.2,33570.04
1747,2024-11-13,Jack Thompson,North,Cloud Storage,Won,Referral,47750.42,17,5,52,Large,True,2.9,45362.9
1760,2024-11-14,Grace Wilson,West,Consulting Hours,Lost,Website,29856.28,7,0,87,Medium,False,1.6,29856.28
1067,2024-11-14,Grace Wilson,West,Hardware Bundle,Won,Social Media,6523.92,2,0,22,Enterprise,True,2.6,6523.92
1107,2024-11-15,David Brown,South,Training Package,Won,Social Media,10815.78,13,20,81,Large,False,2.7,8652.62
1419,2024-11-16,Jack Thompson,East,Hardware Bundle,Won,Referral,48403.27,3,5,59,Enterprise,True,3.7,45983.11
1816,2024-11-16,Alice Johnson,East,Cloud Storage,Pending,Social Media,30945.7,5,0,73,Large,False,3.3,30945.7
1258,2024-11-17,Bob Smith,Central,Support Plan,Won,Website,14205.06,13,10,72,Enterprise,False,1.2,12784.55
1528,2024-11-18,Alice Johnson,Central,Training Package,Lost,Cold Call,17016.21,10,10,61,Enterprise,False,4.7,15314.59
1930,2024-11-18,Grace Wilson,West,Software License,Won,Website,9677.74,15,10,16,Medium,False,2.7,8709.97
1315,2024-11-18,Jack Thompson,West,Consulting Hours,Lost,Trade Show,26965.72,19,10,45,Medium,True,2.3,24269.15
1058,2024-11-18,Ivy Anderson,North,Software License,Lost,Social Media,3514.65,3,25,55,Small,False,1.0,2635.99
1412,2024-11-18,Henry Taylor,South,Support Plan,Won,Cold Call,46352.26,12,25,4,Enterprise,False,2.8,34764.2
1386,2024-11-18,Ivy Anderson,West,Cloud Storage,Won,Social Media,10889.93,18,20,33,Large,False,1.8,8711.94
1572,2024-11-19,Bob Smith,South,Software License,Pending,Referral,5089.38,4,25,19,Medium,False,3.2,3817.04
1053,2024-11-19,Carol Williams,South,Support Plan,Won,Social Media,5019.79,11,0,46,Enterprise,False,4.7,5019.79
1729,2024-11-21,David Brown,West,Software License,Won,Email Campaign,48859.79,6,25,44,Medium,False,1.9,36644.84
1254,2024-11-21,Emma Davis,East,Support Plan,Won,Social Media,44805.3,3,25,57,Small,True,3.4,33603.98
1773,2024-11-22,Jack Thompson,East,Hardware Bundle,Won,Website,29072.2,10,5,60,Medium,False,3.7,27618.59
1114,2024-11-22,Frank Miller,East,API Access,Won,Trade Show,45209.57,7,20,13,Enterprise,False,2.3,36167.66
1199,2024-11-22,Grace Wilson,Central,Cloud Storage,Won,Trade Show,11276.77,8,20,15,Medium,False,2.2,9021.42
1511,2024-11-22,Frank Miller,Central,API Access,Won,Email Campaign,19333.85,11,5,42,Enterprise,True,1.2,18367.16
1553,2024-11-22,Carol Williams,West,Premium Subscription,Pending,Social Media,18126.61,2,10,75,Large,False,4.5,16313.95
1427,2024-11-23,Grace Wilson,South,API Access,Won,Social Media,10061.42,4,25,11,Small,True,2.3,7546.06
1074,2024-11-24,Henry Taylor,East,API Access,Won,Email Campaign,13159.31,13,15,67,Large,False,2.0,11185.41
1077,2024-11-25,Alice Johnson,West,Hardware Bundle,Won,Website,9468.01,14,25,65,Large,False,4.0,7101.01
1409,2024-11-25,Emma Davis,South,API Access,Won,Social Media,41106.04,8,20,79,Large,False,3.6,32884.83
1003,2024-11-25,Frank Miller,East,Cloud Storage,Pending,Email Campaign,44561.83,19,25,16,Small,True,2.3,33421.37
1034,2024-11-25,Frank Miller,West,Software License,Lost,Email Campaign,23914.86,3,0,64,Medium,True,4.9,23914.86
1685,2024-11-26,Henry Taylor,North,Software License,Won,Cold Call,20007.46,12,20,1,Large,True,5.0,16005.97
1456,2024-11-26,Frank Miller,East,Premium Subscription,Won,Website,22466.68,11,10,65,Enterprise,True,2.9,20220.01
1812,2024-11-27,David Brown,Central,Training Package,Won,Website,20384.0,11,25,88,Enterprise,False,3.4,15288.0
1368,2024-11-27,David Brown,West,Hardware Bundle,Won,Website,43981.59,17,0,27,Medium,False,4.3,43981.59
1910,2024-11-27,Carol Williams,West,Consulting Hours,Won,Referral,15123.39,15,20,80,Medium,True,2.8,12098.71
1561,2024-11-27,Bob Smith,East,API Access,Won,Cold Call,14680.45,16,20,22,Large,True,1.1,11744.36
1048,2024-11-28,Bob Smith,West,Hardware Bundle,Pending,Email Campaign,9546.18,16,20,22,Large,True,4.5,7636.94
1901,2024-11-28,Alice Johnson,East,Premium Subscription,Won,Website,44189.47,8,10,18,Medium,True,2.4,39770.52
1435,2024-11-29,Bob Smith,Central,Premium Subscription,Won,Referral,4077.71,9,5,31,Enterprise,True,3.6,3873.82
1985,2024-11-29,Alice Johnson,North,Training Package,Won,Cold Call,40832.29,10,5,61,Large,False,2.2,38790.68
1630,2024-11-29,Alice Johnson,West,API Access,Won,Referral,6154.74,17,15,53,Large,False,1.4,5231.53
1945,2024-12-01,Jack Thompson,Central,Consulting Hours,Pending,Trade Show,29270.17,19,15,16,Small,False,3.1,24879.64
1538,2024-12-01,Alice Johnson,Central,Premium Subscription,Won,Cold Call,15815.93,12,5,46,Large,True,2.3,15025.13
1023,2024-12-01,Alice Johnson,East,API Access,Won,Trade Show,29656.49,8,10,76,Small,True,4.7,26690.84
1301,2024-12-01,Ivy Anderson,North,Hardware Bundle,Pending,Trade Show,38772.58,9,15,59,Large,False,3.7,32956.69
1319,2024-12-01,Bob Smith,South,Consulting Hours,Won,Social Media,6533.04,4,0,17,Large,False,2.3,6533.04
1842,2024-12-01,David Brown,South,Hardware Bundle,Won,Trade Show,9845.3,14,0,89,Medium,False,3.8,9845.3
1460,2024-12-02,Jack Thompson,North,Hardware Bundle,Won,Referral,36579.06,17,15,26,Medium,True,4.4,31092.2
1556,2024-12-03,Jack Thompson,East,Training Package,Won,Cold Call,41469.92,3,0,54,Enterprise,False,1.9,41469.92
1442,2024-12-03,Alice Johnson,North,Premium Subscription,Won,Referral,27501.77,14,0,58,Medium,True,1.3,27501.77
1499,2024-12-04,Emma Davis,West,Hardware Bundle,Lost,Trade Show,3594.09,12,10,60,Small,True,3.8,3234.68
1339,2024-12-04,Jack Thompson,East,Consulting Hours,Won,Email Campaign,35590.51,17,20,3,Large,False,4.3,28472.41
1228,2024-12-04,Alice Johnson,Central,Cloud Storage,Won,Email Campaign,31666.6,10,5,10,Large,True,3.9,30083.27
1087,2024-12-04,David Brown,South,Software License,Lost,Referral,38747.21,18,25,30,Small,False,4.4,29060.41
1361,2024-12-04,Frank Miller,North,Hardware Bundle,Lost,Website,41902.84,12,20,88,Large,False,2.0,33522.27
1354,2024-12-05,Grace Wilson,Central,Hardware Bundle,Won,Referral,24088.06,5,25,83,Enterprise,False,3.4,18066.05
1832,2024-12-05,Jack Thompson,West,Support Plan,Pending,Social Media,17918.3,10,15,72,Medium,False,2.9,15230.55
1860,2024-12-06,Ivy Anderson,West,API Access,Won,Website,46584.43,4,10,37,Enterprise,True,3.5,41925.99
1937,2024-12-06,Frank Miller,West,Software License,Won,Referral,43689.74,7,10,63,Enterprise,True,2.4,39320.77
1731,2024-12-06,Jack Thompson,East,API Access,Won,Trade Show,22541.06,5,10,77,Large,True,2.5,20286.95
1611,2024-12-07,Henry Taylor,East,Training Package,Lost,Email Campaign,41902.57,1,0,54,Enterprise,True,4.3,41902.57
1133,2024-12-07,Ivy Anderson,West,Cloud Storage,Lost,Cold Call,3196.07,7,10,12,Small,False,2.9,2876.46
1176,2024-12-07,Ivy Anderson,South,Hardware Bundle,Won,Referral,12556.77,5,0,74,Enterprise,True,2.5,12556.77
1736,2024-12-07,Alice Johnson,South,Hardware Bundle,Won,Trade Show,31610.86,11,5,33,Small,True,1.8,30030.32
1316,2024-12-07,David Brown,Central,Premium Subscription,Pending,Referral,43008.69,11,15,28,Small,True,3.9,36557.39
1322,2024-12-08,Ivy Anderson,Central,Cloud Storage,Won,Email Campaign,3898.11,4,5,61,Enterprise,False,2.6,3703.2
1164,2024-12-08,David Brown,South,Software License,Won,Social Media,27523.21,15,0,47,Large,True,2.4,27523.21
1573,2024-12-08,Henry Taylor,West,Software License,Won,Social Media,26845.03,5,15,81,Medium,True,3.3,22818.28
1158,2024-12-08,David Brown,West,Software License,Lost,Email Campaign,45210.78,6,25,14,Enterprise,False,3.2,33908.08
1468,2024-12-09,Carol Williams,North,Cloud Storage,Pending,Website,29364.83,8,10,48,Enterprise,False,4.7,26428.35
1808,2024-12-09,Jack Thompson,Central,Premium Subscription,Won,Trade Show,8343.18,4,25,3,Enterprise,False,4.4,6257.38
1518,2024-12-09,Ivy Anderson,West,Premium Subscription,Lost,Social Media,48124.05,16,0,64,Small,False,3.6,48124.05
1560,2024-12-10,Emma Davis,North,Premium Subscription,Won,Trade Show,7457.08,6,15,30,Large,False,2.9,6338.52
1717,2024-12-10,Alice Johnson,West,API Access,Lost,Website,42011.14,7,20,29,Enterprise,True,3.8,33608.91
1169,2024-12-10,Grace Wilson,West,Support Plan,Pending,Website,45635.02,10,15,55,Enterprise,False,2.8,38789.77
1795,2024-12-10,Frank Miller,West,Software License,Won,Trade Show,46974.41,4,15,72,Large,True,3.3,39928.25
1320,2024-12-10,Alice Johnson,East,Software License,Pending,Email Campaign,1404.62,4,20,68,Small,False,3.4,1123.7
1761,2024-12-12,Ivy Anderson,Central,Support Plan,Lost,Referral,24716.75,1,20,13,Large,True,2.1,19773.4
1363,2024-12-12,Emma Davis,North,Cloud Storage,Pending,Trade Show,1211.87,5,5,48,Medium,True,2.1,1151.28
1392,2024-12-12,Carol Williams,North,Support Plan,Won,Website,6233.24,11,5,60,Small,False,2.7,5921.58
1106,2024-12-13,David Brown,West,Software License,Lost,Trade Show,36927.94,2,20,52,Large,False,4.1,29542.35
1943,2024-12-13,Grace Wilson,Central,Consulting Hours,Won,Cold Call,7004.91,9,20,52,Large,False,2.2,5603.93
1300,2024-12-13,Bob Smith,West,Training Package,Won,Cold Call,43933.88,2,0,56,Small,False,1.3,43933.88
1723,2024-12-13,Henry Taylor,Central,Premium Subscription,Won,Website,2351.15,8,5,46,Medium,False,4.1,2233.59
1479,2024-12-13,David Brown,East,Cloud Storage,Won,Email Campaign,31399.92,19,10,65,Large,False,4.7,28259.93
1449,2024-12-14,Jack Thompson,West,Hardware Bundle,Lost,Referral,40710.15,5,10,74,Medium,False,3.0,36639.14
1489,2024-12-14,Ivy Anderson,West,Cloud Storage,Won,Trade Show,41730.4,7,25,2,Large,False,3.0,31297.8
1627,2024-12-16,David Brown,West,Software License,Won,Email Campaign,37632.58,11,15,48,Large,True,1.2,31987.69
1874,2024-12-16,Jack Thompson,North,Training Package,Won,Cold Call,36635.09,6,5,19,Medium,True,1.8,34803.34
1997,2024-12-17,Alice Johnson,North,Software License,Lost,Trade Show,35910.52,1,0,8,Enterprise,False,2.9,35910.52
1119,2024-12-17,Henry Taylor,North,Support Plan,Won,Social Media,45630.43,2,0,44,Large,False,1.3,45630.43
1227,2024-12-18,Bob Smith,South,Support Plan,Pending,Website,34911.78,7,20,10,Small,False,4.9,27929.42
1902,2024-12-18,Grace Wilson,North,Training Package,Lost,Email Campaign,5300.45,4,25,33,Large,False,1.8,3975.34
1021,2024-12-18,Grace Wilson,West,Software License,Lost,Social Media,36678.54,17,25,30,Large,False,3.2,27508.9
1791,2024-12-18,Bob Smith,Central,Cloud Storage,Lost,Referral,18306.13,11,5,39,Large,True,2.7,17390.82
1200,2024-12-19,Alice Johnson,West,Training Package,Won,Trade Show,4863.53,14,5,10,Small,False,3.8,4620.35
1081,2024-12-20,Frank Miller,South,Cloud Storage,Won,Referral,29905.45,15,20,5,Large,True,1.6,23924.36
1256,2024-12-22,Emma Davis,North,Training Package,Won,Referral,33840.56,11,10,82,Enterprise,True,3.8,30456.5
1370,2024-12-23,Carol Williams,North,Support Plan,Won,Social Media,37849.58,13,20,69,Medium,False,2.5,30279.66
1914,2024-12-24,Bob Smith,Central,Consulting Hours,Won,Website,42666.37,8,5,65,Large,True,4.6,40533.05
1980,2024-12-24,Bob Smith,West,Hardware Bundle,Lost,Social Media,24858.55,2,20,89,Medium,False,2.9,19886.84
1858,2024-12-25,Frank Miller,North,API Access,Lost,Cold Call,47295.9,3,25,86,Enterprise,False,3.0,35471.93
1625,2024-12-25,David Brown,North,API Access,Pending,Cold Call,24031.6,5,0,7,Small,True,1.4,24031.6
1094,2024-12-25,Frank Miller,West,Cloud Storage,Won,Trade Show,43242.25,19,0,26,Large,True,3.1,43242.25
1341,2024-12-26,Jack Thompson,West,Training Package,Won,Trade Show,16074.13,2,20,41,Enterprise,True,3.3,12859.3
1521,2024-12-26,Carol Williams,South,API Access,Won,Website,34193.28,6,20,88,Small,False,1.6,27354.62
1781,2024-12-27,Carol Williams,East,Cloud Storage,Lost,Trade Show,13192.44,14,20,52,Small,False,4.1,10553.95
1662,2024-12-27,Alice Johnson,East,Training Package,Pending,Email Campaign,34416.14,3,15,43,Large,False,1.1,29253.72
1714,2024-12-27,Bob Smith,East,Hardware Bundle,Won,Trade Show,47628.73,17,5,38,Small,False,2.2,45247.29
1882,2024-12-27,Ivy Anderson,East,Training Package,Won,Email Campaign,19949.01,11,20,64,Enterprise,False,2.2,15959.21
1302,2024-12-28,Grace Wilson,Central,Hardware Bundle,Won,Email Campaign,33743.59,7,20,70,Enterprise,True,4.3,26994.87
1274,2024-12-28,Bob Smith,Central,Hardware Bundle,Lost,Trade Show,14428.95,1,0,64,Enterprise,False,1.2,14428.95
1076,2024-12-28,David Brown,Central,Consulting Hours,Lost,Website,8648.72,6,5,49,Enterprise,True,1.4,8216.28
1324,2024-12-28,Jack Thompson,South,Training Package,Lost,Cold Call,47594.14,18,0,74,Small,True,2.5,47594.14
1265,2024-12-28,Carol Williams,Central,Support Plan,Lost,Trade Show,13350.36,8,25,9,Small,True,1.0,10012.77
1405,2024-12-29,Henry Taylor,East,Support Plan,Lost,Cold Call,37413.02,4,20,27,Enterprise,False,4.5,29930.42
1675,2024-12-29,Bob Smith,South,Support Plan,Lost,Website,11405.8,16,20,53,Large,False,1.0,9124.64
1772,2024-12-30,Frank Miller,East,Training Package,Pending,Referral,43345.78,14,15,30,Enterprise,False,3.6,36843.91
1378,2024-12-30,Ivy Anderson,South,Support Plan,Won,Referral,20854.6,9,10,86,Large,False,1.9,18769.14
1792,2024-12-30,Frank Miller,Central,Premium Subscription,Won,Social Media,27039.69,17,20,54,Small,False,1.5,21631.75
1187,2024-12-31,Emma Davis,West,Training Package,Won,Email Campaign,14827.32,2,5,87,Medium,True,4.5,14085.95
1043,2024-12-31,Jack Thompson,West,Support Plan,Pending,Website,22306.69,12,0,54,Small,False,1.6,22306.69
1248,2025-01-01,Bob Smith,North,Hardware Bundle,Pending,Cold Call,22837.7,1,25,24,Small,False,1.0,17128.28
1798,2025-01-01,Ivy Anderson,East,Consulting Hours,Lost,Social Media,37967.92,15,0,21,Small,False,2.4,37967.92
1425,2025-01-01,Frank Miller,North,API Access,Lost,Trade Show,38085.89,3,20,13,Enterprise,True,4.8,30468.71
1018,2025-01-02,Ivy Anderson,Central,Support Plan,Pending,Social Media,20749.71,14,25,49,Small,True,4.1,15562.28
1068,2025-01-03,Carol Williams,West,Training Package,Lost,Website,29610.64,18,0,3,Small,True,2.2,29610.64
1294,2025-01-03,Alice Johnson,North,Training Package,Won,Social Media,31420.87,7,0,38,Small,True,1.6,31420.87
1956,2025-01-04,Alice Johnson,North,Support Plan,Lost,Social Media,9064.68,16,15,3,Small,False,3.2,7704.98
1424,2025-01-04,Emma Davis,North,Support Plan,Won,Email Campaign,26541.08,2,0,21,Medium,True,1.6,26541.08
1741,2025-01-04,Jack Thompson,West,Software License,Won,Cold Call,2106.33,16,20,31,Medium,False,4.9,1685.06
1716,2025-01-05,Ivy Anderson,West,Premium Subscription,Won,Email Campaign,49297.28,19,25,11,Large,False,1.8,36972.96
1653,2025-01-05,Carol Williams,South,Training Package,Lost,Trade Show,11952.2,1,0,55,Large,False,3.4,11952.2
1894,2025-01-05,David Brown,North,Hardware Bundle,Lost,Social Media,26939.91,10,0,73,Medium,False,3.6,26939.91
1778,2025-01-06,Frank Miller,North,Software License,Won,Cold Call,4335.41,16,0,69,Enterprise,True,4.6,4335.41
1381,2025-01-06,Alice Johnson,North,Hardware Bundle,Lost,Email Campaign,20374.13,15,5,4,Enterprise,True,3.4,19355.42
1402,2025-01-07,Alice Johnson,East,Consulting Hours,Lost,Trade Show,31846.53,16,20,64,Enterprise,True,2.1,25477.22
1025,2025-01-07,Bob Smith,West,Hardware Bundle,Lost,Email Campaign,17817.79,3,0,82,Medium,False,1.2,17817.79
1534,2025-01-07,Jack Thompson,South,Hardware Bundle,Won,Social Media,24871.93,6,15,61,Enterprise,False,1.0,21141.14
1191,2025-01-08,David Brown,Central,API Access,Lost,Trade Show,30093.08,11,10,13,Enterprise,True,3.4,27083.77
1735,2025-01-08,Bob Smith,West,Hardware Bundle,Pending,Social Media,21717.89,10,20,39,Medium,True,1.9,17374.31
1940,2025-01-08,Bob Smith,South,Software License,Won,Website,46328.46,2,25,38,Enterprise,True,4.9,34746.34
1380,2025-01-09,Henry Taylor,North,Training Package,Won,Website,6352.01,14,5,73,Enterprise,True,1.1,6034.41
1695,2025-01-09,Ivy Anderson,Central,Hardware Bundle,Lost,Email Campaign,13941.75,5,0,29,Small,True,1.2,13941.75
1050,2025-01-09,Henry Taylor,South,Support Plan,Won,Website,21067.95,3,5,33,Large,False,2.6,20014.55
1647,2025-01-10,Grace Wilson,North,Cloud Storage,Won,Trade Show,43109.55,6,10,88,Small,True,4.9,38798.6
1661,2025-01-10,Carol Williams,South,Consulting Hours,Won,Social Media,42484.98,19,25,82,Small,True,4.1,31863.74
1846,2025-01-10,Grace Wilson,Central,Consulting Hours,Won,Email Campaign,14867.63,3,15,87,Large,True,4.0,12637.49
1323,2025-01-10,Frank Miller,South,API Access,Lost,Social Media,49598.52,18,20,68,Medium,False,1.3,39678.82
1952,2025-01-11,Alice Johnson,Central,Cloud Storage,Won,Cold Call,41953.75,12,10,56,Medium,False,3.2,37758.38
1441,2025-01-11,Grace Wilson,South,Software License,Won,Trade Show,10506.4,13,25,69,Small,False,4.7,7879.8
1184,2025-01-11,Frank Miller,West,Support Plan,Won,Cold Call,12163.33,13,5,68,Enterprise,False,3.8,11555.16
1197,2025-01-11,Henry Taylor,West,Support Plan,Won,Cold Call,43054.14,8,0,59,Medium,False,1.9,43054.14
1434,2025-01-12,Grace Wilson,Central,Software License,Won,Email Campaign,20912.14,2,0,56,Small,False,4.1,20912.14
1869,2025-01-12,David Brown,Central,Premium Subscription,Lost,Referral,35595.57,12,5,32,Medium,True,1.0,33815.79
1938,2025-01-13,Emma Davis,East,API Access,Won,Cold Call,12585.3,7,0,89,Small,False,2.9,12585.3
1995,2025-01-13,Carol Williams,South,Training Package,Won,Website,43945.76,13,15,43,Large,False,2.9,37353.9
1041,2025-01-13,Emma Davis,South,Hardware Bundle,Won,Referral,25902.17,9,0,89,Medium,False,4.3,25902.17
1620,2025-01-14,Bob Smith,West,Cloud Storage,Won,Social Media,33801.42,12,0,33,Small,False,3.1,33801.42
1385,2025-01-14,Jack Thompson,Central,Software License,Won,Cold Call,47565.52,4,0,80,Medium,False,1.3,47565.52
1391,2025-01-15,Emma Davis,East,Support Plan,Lost,Website,42719.86,16,10,28,Medium,False,2.6,38447.87
1966,2025-01-15,Ivy Anderson,Central,Cloud Storage,Won,Social Media,35702.42,10,0,45,Medium,True,5.0,35702.42
1358,2025-01-16,Bob Smith,Central,Training Package,Pending,Referral,24401.14,12,10,83,Large,False,2.2,21961.03
1512,2025-01-16,Emma Davis,North,Premium Subscription,Pending,Email Campaign,5753.22,18,10,15,Medium,True,2.6,5177.9
1351,2025-01-16,Henry Taylor,South,Premium Subscription,Won,Cold Call,43300.29,19,0,78,Enterprise,False,1.7,43300.29
1984,2025-01-17,Carol Williams,North,Support Plan,Won,Cold Call,34515.9,1,20,55,Enterprise,True,1.3,27612.72
1222,2025-01-17,Grace Wilson,West,Training Package,Won,Website,16642.34,17,25,20,Enterprise,True,3.6,12481.76
1487,2025-01-18,Bob Smith,East,Premium Subscription,Won,Email Campaign,36393.0,18,25,29,Small,False,3.7,27294.75
1496,2025-01-18,David Brown,Central,Software License,Won,Website,37368.84,15,20,17,Small,False,3.0,29895.07
1229,2025-01-18,Grace Wilson,East,Support Plan,Pending,Cold Call,43242.49,4,5,39,Large,False,3.5,41080.37
1982,2025-01-19,Ivy Anderson,South,Training Package,Won,Website,14274.25,15,5,16,Large,False,4.3,13560.54
1848,2025-01-19,Emma Davis,East,Training Package,Won,Trade Show,6040.76,18,20,82,Small,False,4.7,4832.61
1238,2025-01-19,Henry Taylor,South,Training Package,Won,Email Campaign,26614.4,6,5,56,Medium,False,1.4,25283.68
1408,2025-01-19,Grace Wilson,East,Premium Subscription,Won,Cold Call,46241.61,5,25,63,Large,False,2.0,34681.21
1097,2025-01-20,Henry Taylor,South,Training Package,Won,Trade Show,13666.89,10,10,23,Enterprise,False,3.9,12300.2
1623,2025-01-20,David Brown,South,Premium Subscription,Won,Trade Show,14426.86,2,25,11,Medium,True,1.1,10820.14
1154,2025-01-20,Ivy Anderson,East,Consulting Hours,Pending,Email Campaign,33056.95,5,25,50,Enterprise,False,2.6,24792.71
1113,2025-01-21,Frank Miller,West,Consulting Hours,Won,Cold Call,546.01,13,20,9,Large,False,4.8,436.81
1046,2025-01-22,Jack Thompson,East,Software License,Won,Cold Call,3515.97,1,20,83,Small,True,4.5,2812.78
1811,2025-01-23,Emma Davis,West,Software License,Lost,Cold Call,15913.41,19,5,16,Enterprise,False,4.0,15117.74
1683,2025-01-23,Alice Johnson,North,Training Package,Lost,Referral,34898.46,16,10,23,Large,False,2.4,31408.61
1515,2025-01-23,Bob Smith,South,Consulting Hours,Won,Website,30851.02,13,0,11,Large,True,3.3,30851.02
1011,2025-01-24,Henry Taylor,South,Hardware Bundle,Won,Cold Call,38561.54,16,25,16,Large,True,2.1,28921.16
1951,2025-01-24,Henry Taylor,North,Premium Subscription,Won,Referral,34661.09,14,15,72,Enterprise,False,2.4,29461.93
1598,2025-01-24,Grace Wilson,Central,Premium Subscription,Pending,Email Campaign,13245.21,2,10,43,Large,False,4.1,11920.69
1170,2025-01-24,Bob Smith,South,Consulting Hours,Won,Social Media,5326.63,5,0,15,Enterprise,True,1.3,5326.63
2000,2025-01-26,Carol Williams,North,Support Plan,Won,Social Media,36259.36,8,20,81,Enterprise,True,3.2,29007.49
1970,2025-01-28,Ivy Anderson,North,Consulting Hours,Lost,Referral,39078.58,9,20,67,Medium,False,4.4,31262.86
1976,2025-01-28,David Brown,West,Cloud Storage,Lost,Referral,42572.35,6,5,23,Medium,False,1.8,40443.73
1796,2025-01-28,Emma Davis,South,Training Package,Lost,Email Campaign,15099.82,19,25,20,Enterprise,True,4.7,11324.86
